ingredient,nutrient,quantity_per_gram,units
"Mushrooms, white, raw",Sugars,0.003,GRAMS
"Mushrooms, white, raw",Fibre,0.007,GRAMS
"Mushrooms, white, raw",Fatty acids,0.002,GRAMS
"Mushrooms, white, raw",Saturated fat,0,GRAMS
"Mushrooms, white, raw",Trans fat,0,GRAMS
"Mushrooms, white, raw",Sodium,0.04,GRAMS
"Mushrooms, white, raw",Potassium,3.78,GRAMS
"Mushrooms, white, raw",Calcium,0.03,GRAMS
"Mushrooms, white, raw",Magnesium,0.1,GRAMS
"Mushrooms, white, raw",Phosphorus,0.94,GRAMS
"Mushrooms, white, raw",Iron,0.002,GRAMS
"Mushrooms, white, raw",Zinc,0.006,GRAMS
"Mushrooms, white, raw",Selenium,0.17,GRAMS
"Mushrooms, white, raw",Iodine,0.02,GRAMS
"Mushrooms, white, raw",Vitamin D,0,GRAMS
"Mushrooms, white, raw",Vitamin E,0,GRAMS
"Mushrooms, white, raw",Vitamin K1,0,GRAMS
"Mushrooms, white, raw",Vitamin B1,0.001,GRAMS
"Mushrooms, white, raw",Vitamin B2,0.003,GRAMS
"Mushrooms, white, raw",Vitamin B3,0.025,GRAMS
"Mushrooms, white, raw",Vitamin B6,0.001,GRAMS
"Mushrooms, white, raw",Vitamin B12,0,GRAMS
"Mushrooms, white, raw",Vitamin B9,0.4,GRAMS
"Mushrooms, white, raw",Vitamin B5,0.024,GRAMS
"Mushrooms, white, raw",Vitamin B7,0.117,GRAMS
"Mushrooms, white, raw",Vitamin C,0.01,GRAMS
Mustard seeds,Protein,0.249,GRAMS
Mustard seeds,Fat,0.288,GRAMS
Mustard seeds,Carbohydrate,0,GRAMS
Mustard seeds,kcal,0,KCAL
Mustard seeds,Sugars,0,GRAMS
Mustard seeds,Fibre,0,GRAMS
Mustard seeds,Fatty acids,0.288,GRAMS
Mustard seeds,Saturated fat,0.015,GRAMS
Mustard seeds,Trans fat,0,GRAMS
Mustard seeds,Sodium,0.05,GRAMS
Mustard seeds,Potassium,6.8,GRAMS
Mustard seeds,Calcium,5.2,GRAMS
Mustard seeds,Magnesium,3,GRAMS
Mustard seeds,Phosphorus,8.4,GRAMS
Mustard seeds,Iron,0.185,GRAMS
Mustard seeds,Zinc,0.047,GRAMS
Mustard seeds,Selenium,0,GRAMS
Mustard seeds,Iodine,0,GRAMS
Mustard seeds,Vitamin D,0,GRAMS
Mustard seeds,Vitamin E,0,GRAMS
Mustard seeds,Vitamin K1,0,GRAMS
Mustard seeds,Vitamin B1,0.005,GRAMS
Mustard seeds,Vitamin B2,0.004,GRAMS
Mustard seeds,Vitamin B3,0.079,GRAMS
Mustard seeds,Vitamin B6,0,GRAMS
Mustard seeds,Vitamin B12,0,GRAMS
Mustard seeds,Vitamin B9,0,GRAMS
Mustard seeds,Vitamin B5,0,GRAMS
Mustard seeds,Vitamin B7,0,GRAMS
Mustard seeds,Vitamin C,0,GRAMS
"Nectarines, flesh and skin, raw",Protein,0.01,GRAMS
"Nectarines, flesh and skin, raw",Fat,0.003,GRAMS
"Nectarines, flesh and skin, raw",Carbohydrate,0.098,GRAMS
"Nectarines, flesh and skin, raw",kcal,0.43,KCAL
"Nectarines, flesh and skin, raw",Sugars,0.098,GRAMS
"Nectarines, flesh and skin, raw",Fibre,0.013,GRAMS
"Nectarines, flesh and skin, raw",Fatty acids,0.003,GRAMS
"Nectarines, flesh and skin, raw",Saturated fat,0,GRAMS
"Nectarines, flesh and skin, raw",Trans fat,0,GRAMS
"Nectarines, flesh and skin, raw",Sodium,0,GRAMS
"Nectarines, flesh and skin, raw",Potassium,2.57,GRAMS
"Nectarines, flesh and skin, raw",Calcium,0.07,GRAMS
"Nectarines, flesh and skin, raw",Magnesium,0.09,GRAMS
"Nectarines, flesh and skin, raw",Phosphorus,0.25,GRAMS
"Nectarines, flesh and skin, raw",Iron,0.002,GRAMS
"Nectarines, flesh and skin, raw",Zinc,0.001,GRAMS
"Nectarines, flesh and skin, raw",Selenium,0,GRAMS
"Nectarines, flesh and skin, raw",Iodine,0.03,GRAMS
"Nectarines, flesh and skin, raw",Vitamin D,0,GRAMS
"Nectarines, flesh and skin, raw",Vitamin E,0,GRAMS
"Nectarines, flesh and skin, raw",Vitamin K1,0,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B1,0,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B2,0,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B3,0.007,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B6,0,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B12,0,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B9,0.08,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B5,0.004,GRAMS
"Nectarines, flesh and skin, raw",Vitamin B7,0.001,GRAMS
"Nectarines, flesh and skin, raw",Vitamin C,0.03,GRAMS
"Nutmeg, ground",Protein,0.058,GRAMS
"Nutmeg, ground",Fat,0.363,GRAMS
"Nutmeg, ground",Carbohydrate,0,GRAMS
"Nutmeg, ground",kcal,0,KCAL
"Nutmeg, ground",Sugars,0.285,GRAMS
"Nutmeg, ground",Fibre,0.208,GRAMS
"Nutmeg, ground",Fatty acids,0.363,GRAMS
"Nutmeg, ground",Saturated fat,0.259,GRAMS
"Nutmeg, ground",Trans fat,0,GRAMS
"Nutmeg, ground",Sodium,0.16,GRAMS
"Nutmeg, ground",Potassium,3.5,GRAMS
"Nutmeg, ground",Calcium,1.8,GRAMS
"Nutmeg, ground",Magnesium,1.8,GRAMS
"Nutmeg, ground",Phosphorus,2.1,GRAMS
"Nutmeg, ground",Iron,0.03,GRAMS
"Nutmeg, ground",Zinc,0.022,GRAMS
"Nutmeg, ground",Selenium,0.02,GRAMS
"Nutmeg, ground",Iodine,0,GRAMS
"Nutmeg, ground",Vitamin D,0,GRAMS
"Nutmeg, ground",Vitamin E,0,GRAMS
"Nutmeg, ground",Vitamin K1,0,GRAMS
"Nutmeg, ground",Vitamin B1,0.004,GRAMS
"Nutmeg, ground",Vitamin B2,0.001,GRAMS
"Nutmeg, ground",Vitamin B3,0.013,GRAMS
"Nutmeg, ground",Vitamin B6,0.002,GRAMS
"Nutmeg, ground",Vitamin B12,0,GRAMS
"Nutmeg, ground",Vitamin B9,0.76,GRAMS
"Nutmeg, ground",Vitamin B5,0,GRAMS
"Nutmeg, ground",Vitamin B7,0,GRAMS
"Nutmeg, ground",Vitamin C,0.03,GRAMS
"Onions, raw",Protein,0.01,GRAMS
"Onions, raw",Fat,0.001,GRAMS
"Onions, raw",Carbohydrate,0.08,GRAMS
"Onions, raw",kcal,0.35,KCAL
"Onions, raw",Sugars,0.062,GRAMS
"Onions, raw",Fibre,0.022,GRAMS
"Onions, raw",Fatty acids,0.001,GRAMS
"Onions, raw",Saturated fat,0,GRAMS
"Onions, raw",Trans fat,0,GRAMS
"Onions, raw",Sodium,0.03,GRAMS
"Onions, raw",Potassium,1.38,GRAMS
"Onions, raw",Calcium,0.3,GRAMS
"Onions, raw",Magnesium,0.08,GRAMS
"Onions, raw",Phosphorus,0.23,GRAMS
"Onions, raw",Iron,0.003,GRAMS
"Onions, raw",Zinc,0.001,GRAMS
"Onions, raw",Selenium,0,GRAMS
"Onions, raw",Iodine,0.02,GRAMS
"Onions, raw",Vitamin D,0,GRAMS
"Onions, raw",Vitamin E,0,GRAMS
"Onions, raw",Vitamin K1,0,GRAMS
"Onions, raw",Vitamin B1,0.001,GRAMS
"Onions, raw",Vitamin B2,0,GRAMS
"Onions, raw",Vitamin B3,0.003,GRAMS
"Onions, raw",Vitamin B6,0.001,GRAMS
"Onions, raw",Vitamin B12,0,GRAMS
"Onions, raw",Vitamin B9,0.11,GRAMS
"Onions, raw",Vitamin B5,0,GRAMS
"Onions, raw",Vitamin B7,0.01,GRAMS
"Onions, raw",Vitamin C,0.03,GRAMS
"Oranges, flesh only",Protein,0.008,GRAMS
"Oranges, flesh only",Fat,0.002,GRAMS
"Oranges, flesh only",Carbohydrate,0.082,GRAMS
"Oranges, flesh only",kcal,0.36,KCAL
"Oranges, flesh only",Sugars,0.082,GRAMS
"Oranges, flesh only",Fibre,0.012,GRAMS
"Oranges, flesh only",Fatty acids,0.002,GRAMS
"Oranges, flesh only",Saturated fat,0.001,GRAMS
"Oranges, flesh only",Trans fat,0,GRAMS
"Oranges, flesh only",Sodium,0.01,GRAMS
"Oranges, flesh only",Potassium,1.22,GRAMS
"Oranges, flesh only",Calcium,0.24,GRAMS
"Oranges, flesh only",Magnesium,0.08,GRAMS
"Oranges, flesh only",Phosphorus,0.16,GRAMS
"Oranges, flesh only",Iron,0.001,GRAMS
"Oranges, flesh only",Zinc,0,GRAMS
"Oranges, flesh only",Selenium,0,GRAMS
"Oranges, flesh only",Iodine,0.01,GRAMS
"Oranges, flesh only",Vitamin D,0,GRAMS
"Oranges, flesh only",Vitamin E,0,GRAMS
"Oranges, flesh only",Vitamin K1,0,GRAMS
"Oranges, flesh only",Vitamin B1,0.002,GRAMS
"Oranges, flesh only",Vitamin B2,0,GRAMS
"Oranges, flesh only",Vitamin B3,0.005,GRAMS
"Oranges, flesh only",Vitamin B6,0.001,GRAMS
"Oranges, flesh only",Vitamin B12,0,GRAMS
"Oranges, flesh only",Vitamin B9,0.33,GRAMS
"Oranges, flesh only",Vitamin B5,0.003,GRAMS
"Oranges, flesh only",Vitamin B7,0.01,GRAMS
"Oranges, flesh only",Vitamin C,0.52,GRAMS
"Oregano, dried, ground",Protein,0.09,GRAMS
"Oregano, dried, ground",Fat,0.043,GRAMS
"Oregano, dried, ground",Carbohydrate,0,GRAMS
"Oregano, dried, ground",kcal,0,KCAL
"Oregano, dried, ground",Sugars,0.041,GRAMS
"Oregano, dried, ground",Fibre,0.425,GRAMS
"Oregano, dried, ground",Fatty acids,0.043,GRAMS
"Oregano, dried, ground",Saturated fat,0.016,GRAMS
"Oregano, dried, ground",Trans fat,0,GRAMS
"Oregano, dried, ground",Sodium,0.25,GRAMS
"Oregano, dried, ground",Potassium,12.6,GRAMS
"Oregano, dried, ground",Calcium,15.97,GRAMS
"Oregano, dried, ground",Magnesium,2.7,GRAMS
"Oregano, dried, ground",Phosphorus,1.48,GRAMS
"Oregano, dried, ground",Iron,0.368,GRAMS
"Oregano, dried, ground",Zinc,0.027,GRAMS
"Oregano, dried, ground",Selenium,0.05,GRAMS
"Oregano, dried, ground",Iodine,0,GRAMS
"Oregano, dried, ground",Vitamin D,0,GRAMS
"Oregano, dried, ground",Vitamin E,0,GRAMS
"Oregano, dried, ground",Vitamin K1,0,GRAMS
"Oregano, dried, ground",Vitamin B1,0.002,GRAMS
"Oregano, dried, ground",Vitamin B2,0.005,GRAMS
"Oregano, dried, ground",Vitamin B3,0.046,GRAMS
"Oregano, dried, ground",Vitamin B6,0.01,GRAMS
"Oregano, dried, ground",Vitamin B12,0,GRAMS
"Oregano, dried, ground",Vitamin B9,2.37,GRAMS
"Oregano, dried, ground",Vitamin B5,0.009,GRAMS
"Oregano, dried, ground",Vitamin B7,0,GRAMS
"Oregano, dried, ground",Vitamin C,0.02,GRAMS
"Oregano, fresh",Protein,0.018,GRAMS
"Oregano, fresh",Fat,0.009,GRAMS
"Oregano, fresh",Carbohydrate,0,GRAMS
"Oregano, fresh",kcal,0,KCAL
"Oregano, fresh",Sugars,0.008,GRAMS
"Oregano, fresh",Fibre,0.086,GRAMS
"Oregano, fresh",Fatty acids,0.009,GRAMS
"Oregano, fresh",Saturated fat,0.002,GRAMS
"Oregano, fresh",Trans fat,0,GRAMS
"Oregano, fresh",Sodium,0.05,GRAMS
"Oregano, fresh",Potassium,2.55,GRAMS
"Oregano, fresh",Calcium,3.23,GRAMS
"Oregano, fresh",Magnesium,0.55,GRAMS
"Oregano, fresh",Phosphorus,0.3,GRAMS
"Oregano, fresh",Iron,0.074,GRAMS
"Oregano, fresh",Zinc,0.005,GRAMS
"Oregano, fresh",Selenium,0.01,GRAMS
"Oregano, fresh",Iodine,0,GRAMS
"Oregano, fresh",Vitamin D,0,GRAMS
"Oregano, fresh",Vitamin E,0,GRAMS
"Oregano, fresh",Vitamin K1,0,GRAMS
"Oregano, fresh",Vitamin B1,0,GRAMS
"Oregano, fresh",Vitamin B2,0.001,GRAMS
"Oregano, fresh",Vitamin B3,0.009,GRAMS
"Oregano, fresh",Vitamin B6,0.002,GRAMS
"Oregano, fresh",Vitamin B12,0,GRAMS
"Oregano, fresh",Vitamin B9,0.48,GRAMS
"Oregano, fresh",Vitamin B5,0.002,GRAMS
"Oregano, fresh",Vitamin B7,0,GRAMS
"Oregano, fresh",Vitamin C,0.45,GRAMS
"Pak choi, steamed",Protein,0.015,GRAMS
"Pak choi, steamed",Fat,0.001,GRAMS
"Pak choi, steamed",Carbohydrate,0.019,GRAMS
"Pak choi, steamed",kcal,0.14,KCAL
"Pak choi, steamed",Sugars,0.015,GRAMS
"Pak choi, steamed",Fibre,0.02,GRAMS
"Pak choi, steamed",Fatty acids,0.001,GRAMS
"Pak choi, steamed",Saturated fat,0,GRAMS
"Pak choi, steamed",Trans fat,0,GRAMS
"Pak choi, steamed",Sodium,0.39,GRAMS
"Pak choi, steamed",Potassium,2.87,GRAMS
"Pak choi, steamed",Calcium,0.73,GRAMS
"Pak choi, steamed",Magnesium,0.16,GRAMS
"Pak choi, steamed",Phosphorus,0.47,GRAMS
"Pak choi, steamed",Iron,0.01,GRAMS
"Pak choi, steamed",Zinc,0.004,GRAMS
"Pak choi, steamed",Selenium,0,GRAMS
"Pak choi, steamed",Iodine,0.01,GRAMS
"Pak choi, steamed",Vitamin D,0,GRAMS
"Pak choi, steamed",Vitamin E,0,GRAMS
"Pak choi, steamed",Vitamin K1,0,GRAMS
"Pak choi, steamed",Vitamin B1,0.001,GRAMS
"Pak choi, steamed",Vitamin B2,0,GRAMS
"Pak choi, steamed",Vitamin B3,0.005,GRAMS
"Pak choi, steamed",Vitamin B6,0,GRAMS
"Pak choi, steamed",Vitamin B12,0,GRAMS
"Pak choi, steamed",Vitamin B9,0.8,GRAMS
"Pak choi, steamed",Vitamin B5,0.001,GRAMS
"Pak choi, steamed",Vitamin B7,0.01,GRAMS
"Pak choi, steamed",Vitamin C,0.15,GRAMS
Paprika,Protein,0.141,GRAMS
Paprika,Fat,0.129,GRAMS
Paprika,Carbohydrate,0,GRAMS
Paprika,kcal,0,KCAL
Paprika,Sugars,0.103,GRAMS
Paprika,Fibre,0.349,GRAMS
Paprika,Fatty acids,0.129,GRAMS
Paprika,Saturated fat,0.021,GRAMS
Paprika,Trans fat,0,GRAMS
Paprika,Sodium,0.68,GRAMS
Paprika,Potassium,22.8,GRAMS
Paprika,Calcium,2.29,GRAMS
Paprika,Magnesium,1.78,GRAMS
Paprika,Phosphorus,3.14,GRAMS
Paprika,Iron,0.211,GRAMS
Paprika,Zinc,0.043,GRAMS
Paprika,Selenium,0.06,GRAMS
Paprika,Iodine,0,GRAMS
Paprika,Vitamin D,0,GRAMS
Paprika,Vitamin E,0,GRAMS
Paprika,Vitamin K1,0,GRAMS
Paprika,Vitamin B1,0.003,GRAMS
Paprika,Vitamin B2,0.012,GRAMS
Paprika,Vitamin B3,0.101,GRAMS
Paprika,Vitamin B6,0.021,GRAMS
Paprika,Vitamin B12,0,GRAMS
Paprika,Vitamin B9,0.49,GRAMS
Paprika,Vitamin B5,0.025,GRAMS
Paprika,Vitamin B7,0,GRAMS
Paprika,Vitamin C,0.01,GRAMS
"Parsley, dried",Protein,0.158,GRAMS
"Parsley, dried",Fat,0.07,GRAMS
"Parsley, dried",Carbohydrate,0.145,GRAMS
"Parsley, dried",kcal,1.81,KCAL
"Parsley, dried",Sugars,0.124,GRAMS
"Parsley, dried",Fibre,0,GRAMS
"Parsley, dried",Fatty acids,0.07,GRAMS
"Parsley, dried",Saturated fat,0,GRAMS
"Parsley, dried",Trans fat,0,GRAMS
"Parsley, dried",Sodium,1.8,GRAMS
"Parsley, dried",Potassium,40.9,GRAMS
"Parsley, dried",Calcium,10.8,GRAMS
"Parsley, dried",Magnesium,1.2,GRAMS
"Parsley, dried",Phosphorus,3.4,GRAMS
"Parsley, dried",Iron,0.415,GRAMS
"Parsley, dried",Zinc,0.038,GRAMS
"Parsley, dried",Selenium,0.05,GRAMS
"Parsley, dried",Iodine,0,GRAMS
"Parsley, dried",Vitamin D,0,GRAMS
"Parsley, dried",Vitamin E,0,GRAMS
"Parsley, dried",Vitamin K1,0,GRAMS
"Parsley, dried",Vitamin B1,0.003,GRAMS
"Parsley, dried",Vitamin B2,0.003,GRAMS
"Parsley, dried",Vitamin B3,0.054,GRAMS
"Parsley, dried",Vitamin B6,0.004,GRAMS
"Parsley, dried",Vitamin B12,0,GRAMS
"Parsley, dried",Vitamin B9,0,GRAMS
"Parsley, dried",Vitamin B5,0.016,GRAMS
"Parsley, dried",Vitamin B7,0.021,GRAMS
"Parsley, dried",Vitamin C,1.2,GRAMS
"Parsley, fresh",Protein,0.03,GRAMS
"Parsley, fresh",Fat,0.013,GRAMS
"Parsley, fresh",Carbohydrate,0.027,GRAMS
"Parsley, fresh",kcal,0.34,KCAL
"Parsley, fresh",Sugars,0.023,GRAMS
"Parsley, fresh",Fibre,0,GRAMS
"Parsley, fresh",Fatty acids,0.013,GRAMS
"Parsley, fresh",Saturated fat,0,GRAMS
"Parsley, fresh",Trans fat,0,GRAMS
"Parsley, fresh",Sodium,0.33,GRAMS
"Parsley, fresh",Potassium,7.6,GRAMS
"Parsley, fresh",Calcium,2,GRAMS
"Parsley, fresh",Magnesium,0.23,GRAMS
"Parsley, fresh",Phosphorus,0.64,GRAMS
"Parsley, fresh",Iron,0.077,GRAMS
"Parsley, fresh",Zinc,0.007,GRAMS
"Parsley, fresh",Selenium,0.01,GRAMS
"Parsley, fresh",Iodine,0,GRAMS
"Parsley, fresh",Vitamin D,0,GRAMS
"Parsley, fresh",Vitamin E,0,GRAMS
"Parsley, fresh",Vitamin K1,0,GRAMS
"Parsley, fresh",Vitamin B1,0.002,GRAMS
"Parsley, fresh",Vitamin B2,0.001,GRAMS
"Parsley, fresh",Vitamin B3,0.01,GRAMS
"Parsley, fresh",Vitamin B6,0.001,GRAMS
"Parsley, fresh",Vitamin B12,0,GRAMS
"Parsley, fresh",Vitamin B9,1.7,GRAMS
"Parsley, fresh",Vitamin B5,0.003,GRAMS
"Parsley, fresh",Vitamin B7,0.004,GRAMS
"Parsley, fresh",Vitamin C,1.9,GRAMS
"Parsnip, raw",Protein,0.018,GRAMS
"Parsnip, raw",Fat,0.011,GRAMS
"Parsnip, raw",Carbohydrate,0.125,GRAMS
"Parsnip, raw",kcal,0.64,KCAL
"Parsnip, raw",Sugars,0.057,GRAMS
"Parsnip, raw",Fibre,0.047,GRAMS
"Parsnip, raw",Fatty acids,0.011,GRAMS
"Parsnip, raw",Saturated fat,0.002,GRAMS
"Parsnip, raw",Trans fat,0,GRAMS
"Parsnip, raw",Sodium,0.1,GRAMS
"Parsnip, raw",Potassium,4.5,GRAMS
"Parsnip, raw",Calcium,0.41,GRAMS
"Parsnip, raw",Magnesium,0.23,GRAMS
"Parsnip, raw",Phosphorus,0.74,GRAMS
"Parsnip, raw",Iron,0.006,GRAMS
"Parsnip, raw",Zinc,0.003,GRAMS
"Parsnip, raw",Selenium,0.02,GRAMS
"Parsnip, raw",Iodine,0,GRAMS
"Parsnip, raw",Vitamin D,0,GRAMS
"Parsnip, raw",Vitamin E,0,GRAMS
"Parsnip, raw",Vitamin K1,0,GRAMS
"Parsnip, raw",Vitamin B1,0.002,GRAMS
"Parsnip, raw",Vitamin B2,0,GRAMS
"Parsnip, raw",Vitamin B3,0.01,GRAMS
"Parsnip, raw",Vitamin B6,0.001,GRAMS
"Parsnip, raw",Vitamin B12,0,GRAMS
"Parsnip, raw",Vitamin B9,0.87,GRAMS
"Parsnip, raw",Vitamin B5,0.005,GRAMS
"Parsnip, raw",Vitamin B7,0.001,GRAMS
"Parsnip, raw",Vitamin C,0.17,GRAMS
"Peaches, raw, flesh and skin",Protein,0.01,GRAMS
"Peaches, raw, flesh and skin",Fat,0.001,GRAMS
"Peaches, raw, flesh and skin",Carbohydrate,0.076,GRAMS
"Peaches, raw, flesh and skin",kcal,0.33,KCAL
"Peaches, raw, flesh and skin",Sugars,0.076,GRAMS
"Peaches, raw, flesh and skin",Fibre,0,GRAMS
"Peaches, raw, flesh and skin",Fatty acids,0.001,GRAMS
"Peaches, raw, flesh and skin",Saturated fat,0,GRAMS
"Peaches, raw, flesh and skin",Trans fat,0,GRAMS
"Peaches, raw, flesh and skin",Sodium,0.01,GRAMS
"Peaches, raw, flesh and skin",Potassium,1.6,GRAMS
"Peaches, raw, flesh and skin",Calcium,0.07,GRAMS
"Peaches, raw, flesh and skin",Magnesium,0.09,GRAMS
"Peaches, raw, flesh and skin",Phosphorus,0.22,GRAMS
"Peaches, raw, flesh and skin",Iron,0.004,GRAMS
"Peaches, raw, flesh and skin",Zinc,0.001,GRAMS
"Peaches, raw, flesh and skin",Selenium,0.01,GRAMS
"Peaches, raw, flesh and skin",Iodine,0.03,GRAMS
"Peaches, raw, flesh and skin",Vitamin D,0,GRAMS
"Peaches, raw, flesh and skin",Vitamin E,0,GRAMS
"Peaches, raw, flesh and skin",Vitamin K1,0,GRAMS
"Peaches, raw, flesh and skin",Vitamin B1,0,GRAMS
"Peaches, raw, flesh and skin",Vitamin B2,0,GRAMS
"Peaches, raw, flesh and skin",Vitamin B3,0.006,GRAMS
"Peaches, raw, flesh and skin",Vitamin B6,0,GRAMS
"Peaches, raw, flesh and skin",Vitamin B12,0,GRAMS
"Peaches, raw, flesh and skin",Vitamin B9,0.03,GRAMS
"Peaches, raw, flesh and skin",Vitamin B5,0.002,GRAMS
"Peaches, raw, flesh and skin",Vitamin B7,0.002,GRAMS
"Peaches, raw, flesh and skin",Vitamin C,0.31,GRAMS
"Peas, frozen, raw",Protein,0.053,GRAMS
"Peas, frozen, raw",Fat,0.007,GRAMS
"Peas, frozen, raw",Carbohydrate,0.107,GRAMS
"Peas, frozen, raw",kcal,0.68,KCAL
"Peas, frozen, raw",Sugars,0.057,GRAMS
"Peas, frozen, raw",Fibre,0.053,GRAMS
"Peas, frozen, raw",Fatty acids,0.007,GRAMS
"Peas, frozen, raw",Saturated fat,0.001,GRAMS
"Peas, frozen, raw",Trans fat,0,GRAMS
"Peas, frozen, raw",Sodium,0.04,GRAMS
"Peas, frozen, raw",Potassium,1.71,GRAMS
"Peas, frozen, raw",Calcium,0.36,GRAMS
"Peas, frozen, raw",Magnesium,0.26,GRAMS
"Peas, frozen, raw",Phosphorus,0.86,GRAMS
"Peas, frozen, raw",Iron,0.018,GRAMS
"Peas, frozen, raw",Zinc,0.008,GRAMS
"Peas, frozen, raw",Selenium,0,GRAMS
"Peas, frozen, raw",Iodine,0.02,GRAMS
"Peas, frozen, raw",Vitamin D,0,GRAMS
"Peas, frozen, raw",Vitamin E,0,GRAMS
"Peas, frozen, raw",Vitamin K1,0,GRAMS
"Peas, frozen, raw",Vitamin B1,0.006,GRAMS
"Peas, frozen, raw",Vitamin B2,0.001,GRAMS
"Peas, frozen, raw",Vitamin B3,0.023,GRAMS
"Peas, frozen, raw",Vitamin B6,0.001,GRAMS
"Peas, frozen, raw",Vitamin B12,0,GRAMS
"Peas, frozen, raw",Vitamin B9,0.5,GRAMS
"Peas, frozen, raw",Vitamin B5,0.001,GRAMS
"Peas, frozen, raw",Vitamin B7,0.005,GRAMS
"Peas, frozen, raw",Vitamin C,0.22,GRAMS
"Peas, mange-tout, raw",Protein,0.036,GRAMS
"Peas, mange-tout, raw",Fat,0.002,GRAMS
"Peas, mange-tout, raw",Carbohydrate,0.042,GRAMS
"Peas, mange-tout, raw",kcal,0.32,KCAL
"Peas, mange-tout, raw",Sugars,0.034,GRAMS
"Peas, mange-tout, raw",Fibre,0,GRAMS
"Peas, mange-tout, raw",Fatty acids,0.002,GRAMS
"Peas, mange-tout, raw",Saturated fat,0,GRAMS
"Peas, mange-tout, raw",Trans fat,0,GRAMS
"Peas, mange-tout, raw",Sodium,0.02,GRAMS
"Peas, mange-tout, raw",Potassium,2,GRAMS
"Peas, mange-tout, raw",Calcium,0.44,GRAMS
"Peas, mange-tout, raw",Magnesium,0.28,GRAMS
"Peas, mange-tout, raw",Phosphorus,0.62,GRAMS
"Peas, mange-tout, raw",Iron,0.008,GRAMS
"Peas, mange-tout, raw",Zinc,0.005,GRAMS
"Peas, mange-tout, raw",Selenium,0,GRAMS
"Peas, mange-tout, raw",Iodine,0,GRAMS
"Peas, mange-tout, raw",Vitamin D,0,GRAMS
"Peas, mange-tout, raw",Vitamin E,0,GRAMS
"Peas, mange-tout, raw",Vitamin K1,0,GRAMS
"Peas, mange-tout, raw",Vitamin B1,0.002,GRAMS
"Peas, mange-tout, raw",Vitamin B2,0.002,GRAMS
"Peas, mange-tout, raw",Vitamin B3,0.006,GRAMS
"Peas, mange-tout, raw",Vitamin B6,0.002,GRAMS
"Peas, mange-tout, raw",Vitamin B12,0,GRAMS
"Peas, mange-tout, raw",Vitamin B9,0.1,GRAMS
"Peas, mange-tout, raw",Vitamin B5,0.007,GRAMS
"Peas, mange-tout, raw",Vitamin B7,0.053,GRAMS
"Peas, mange-tout, raw",Vitamin C,0.54,GRAMS
"Peas, sugar-snap, raw",Protein,0.034,GRAMS
"Peas, sugar-snap, raw",Fat,0.002,GRAMS
"Peas, sugar-snap, raw",Carbohydrate,0.05,GRAMS
"Peas, sugar-snap, raw",kcal,0.34,KCAL
"Peas, sugar-snap, raw",Sugars,0.037,GRAMS
"Peas, sugar-snap, raw",Fibre,0,GRAMS
"Peas, sugar-snap, raw",Fatty acids,0.002,GRAMS
"Peas, sugar-snap, raw",Saturated fat,0,GRAMS
"Peas, sugar-snap, raw",Trans fat,0,GRAMS
"Peas, sugar-snap, raw",Sodium,0.04,GRAMS
"Peas, sugar-snap, raw",Potassium,1.5,GRAMS
"Peas, sugar-snap, raw",Calcium,0.54,GRAMS
"Peas, sugar-snap, raw",Magnesium,0.25,GRAMS
"Peas, sugar-snap, raw",Phosphorus,0.53,GRAMS
"Peas, sugar-snap, raw",Iron,0.008,GRAMS
"Peas, sugar-snap, raw",Zinc,0.006,GRAMS
"Peas, sugar-snap, raw",Selenium,0,GRAMS
"Peas, sugar-snap, raw",Iodine,0,GRAMS
"Peas, sugar-snap, raw",Vitamin D,0,GRAMS
"Peas, sugar-snap, raw",Vitamin E,0,GRAMS
"Peas, sugar-snap, raw",Vitamin K1,0,GRAMS
"Peas, sugar-snap, raw",Vitamin B1,0.002,GRAMS
"Peas, sugar-snap, raw",Vitamin B2,0.001,GRAMS
"Peas, sugar-snap, raw",Vitamin B3,0.007,GRAMS
"Peas, sugar-snap, raw",Vitamin B6,0.002,GRAMS
"Peas, sugar-snap, raw",Vitamin B12,0,GRAMS
"Peas, sugar-snap, raw",Vitamin B9,0.07,GRAMS
"Peas, sugar-snap, raw",Vitamin B5,0,GRAMS
"Peas, sugar-snap, raw",Vitamin B7,0,GRAMS
"Peas, sugar-snap, raw",Vitamin C,0.32,GRAMS
"Pecan nuts, kernel only",Protein,0.092,GRAMS
"Pecan nuts, kernel only",Fat,0.701,GRAMS
"Pecan nuts, kernel only",Carbohydrate,0.058,GRAMS
"Pecan nuts, kernel only",kcal,6.89,KCAL
"Pecan nuts, kernel only",Sugars,0.043,GRAMS
"Pecan nuts, kernel only",Fibre,0,GRAMS
"Pecan nuts, kernel only",Fatty acids,0.701,GRAMS
"Pecan nuts, kernel only",Saturated fat,0.057,GRAMS
"Pecan nuts, kernel only",Trans fat,0,GRAMS
"Pecan nuts, kernel only",Sodium,0.01,GRAMS
"Pecan nuts, kernel only",Potassium,5.2,GRAMS
